areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage
E92000001,England,nation,2021-10-25,30_34,4892415.0,2895832.0,2452.0,3219541.0,1615.0,2895832.0,2452.0,121747.0,3719.0,65.8,59.2,2.5,59.2
E92000001,England,nation,2021-10-25,35_39,4681803.0,3015493.0,1767.0,3267335.0,1126.0,3015493.0,1767.0,138587.0,3797.0,69.8,64.4,3.0,64.4
E92000001,England,nation,2021-10-25,40_44,4342029.0,3077246.0,1186.0,3262366.0,685.0,3077246.0,1186.0,163480.0,4181.0,75.1,70.9,3.8,70.9
E92000001,England,nation,2021-10-25,45_49,3956453.0,3051941.0,760.0,3185193.0,470.0,3051941.0,760.0,195401.0,5142.0,80.5,77.1,4.9,77.1
E92000001,England,nation,2021-10-25,50_54,4247326.0,3523612.0,551.0,3632739.0,322.0,3523612.0,551.0,311572.0,8184.0,85.5,83.0,7.3,83.0
E92000001,England,nation,2021-10-25,55_59,4172563.0,3586681.0,392.0,3681285.0,260.0,3586681.0,392.0,365533.0,9944.0,88.2,86.0,8.8,86.0
E92000001,England,nation,2021-10-25,60_64,3623377.0,3186918.0,240.0,3262628.0,158.0,3186918.0,240.0,348747.0,10746.0,90.0,88.0,9.6,88.0
E92000001,England,nation,2021-10-25,65_69,2989867.0,2704704.0,152.0,2742279.0,123.0,2704704.0,152.0,352096.0,15883.0,91.7,90.5,11.8,90.5
E92000001,England,nation,2021-10-25,70_74,2768721.0,2574933.0,128.0,2598011.0,100.0,2574933.0,128.0,683701.0,34058.0,93.8,93.0,24.7,93.0
E92000001,England,nation,2021-10-25,75_79,2348158.0,2224140.0,103.0,2239807.0,51.0,2224140.0,103.0,1017451.0,36687.0,95.4,94.7,43.3,94.7
E92000001,England,nation,2021-10-25,80_84,1477960.0,1401537.0,83.0,1411997.0,46.0,1401537.0,83.0,891027.0,16035.0,95.5,94.8,60.3,94.8
E92000001,England,nation,2021-10-25,85_89,926733.0,878727.0,74.0,886373.0,21.0,878727.0,74.0,568266.0,8551.0,95.6,94.8,61.3,94.8
E92000001,England,nation,2021-10-25,90+,536833.0,499597.0,61.0,505352.0,12.0,499597.0,61.0,286750.0,5171.0,94.1,93.1,53.4,93.1
E92000001,England,nation,2021-10-24,05_11,5083290.0,79.0,0.0,157.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-24,12_15,2941717.0,4741.0,176.0,491751.0,4771.0,4741.0,176.0,11.0,1.0,16.7,0.2,0.0,0.2
E92000001,England,nation,2021-10-24,16_17,1391611.0,50000.0,367.0,579786.0,2783.0,50000.0,367.0,581.0,25.0,41.7,3.6,0.0,3.6
E92000001,England,nation,2021-10-24,18_24,5309911.0,2718026.0,5218.0,3447850.0,2189.0,2718026.0,5218.0,50559.0,1159.0,64.9,51.2,1.0,51.2
E92000001,England,nation,2021-10-24,25_29,4560633.0,2533738.0,2324.0,2889003.0,1265.0,2533738.0,2324.0,90718.0,1602.0,63.3,55.6,2.0,55.6
E92000001,England,nation,2021-10-24,30_34,4892415.0,2893380.0,2029.0,3217926.0,1078.0,2893380.0,2029.0,118028.0,2178.0,65.8,59.1,2.4,59.1
E92000001,England,nation,2021-10-24,35_39,4681803.0,3013726.0,1391.0,3266209.0,772.0,3013726.0,1391.0,134790.0,2432.0,69.8,64.4,2.9,64.4
E92000001,England,nation,2021-10-24,40_44,4342029.0,3076060.0,963.0,3261681.0,506.0,3076060.0,963.0,159299.0,3002.0,75.1,70.8,3.7,70.8
E92000001,England,nation,2021-10-24,45_49,3956453.0,3051181.0,625.0,3184723.0,318.0,3051181.0,625.0,190259.0,3704.0,80.5,77.1,4.8,77.1
E92000001,England,nation,2021-10-24,50_54,4247326.0,3523061.0,397.0,3632417.0,234.0,3523061.0,397.0,303388.0,6534.0,85.5,82.9,7.1,82.9
E92000001,England,nation,2021-10-24,55_59,4172563.0,3586289.0,265.0,3681025.0,139.0,3586289.0,265.0,355589.0,8225.0,88.2,85.9,8.5,85.9
E92000001,England,nation,2021-10-24,60_64,3623377.0,3186678.0,198.0,3262470.0,90.0,3186678.0,198.0,338001.0,9033.0,90.0,87.9,9.3,87.9
E92000001,England,nation,2021-10-24,65_69,2989867.0,2704552.0,111.0,2742156.0,76.0,2704552.0,111.0,336213.0,13684.0,91.7,90.5,11.2,90.5
E92000001,England,nation,2021-10-24,70_74,2768721.0,2574805.0,64.0,2597911.0,48.0,2574805.0,64.0,649643.0,30519.0,93.8,93.0,23.5,93.0
E92000001,England,nation,2021-10-24,75_79,2348158.0,2224037.0,63.0,2239756.0,37.0,2224037.0,63.0,980764.0,32057.0,95.4,94.7,41.8,94.7
E92000001,England,nation,2021-10-24,80_84,1477960.0,1401454.0,55.0,1411951.0,17.0,1401454.0,55.0,874992.0,12796.0,95.5,94.8,59.2,94.8
E92000001,England,nation,2021-10-24,85_89,926733.0,878653.0,32.0,886352.0,13.0,878653.0,32.0,559715.0,6193.0,95.6,94.8,60.4,94.8
E92000001,England,nation,2021-10-24,90+,536833.0,499536.0,20.0,505340.0,6.0,499536.0,20.0,281579.0,3056.0,94.1,93.1,52.5,93.1
E92000001,England,nation,2021-10-23,05_11,5083290.0,79.0,0.0,157.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-23,12_15,2941717.0,4565.0,511.0,486980.0,6587.0,4565.0,511.0,10.0,0.0,16.6,0.2,0.0,0.2
E92000001,England,nation,2021-10-23,16_17,1391611.0,49633.0,1019.0,577003.0,4033.0,49633.0,1019.0,556.0,61.0,41.5,3.6,0.0,3.6
E92000001,England,nation,2021-10-23,18_24,5309911.0,2712808.0,9926.0,3445661.0,4029.0,2712808.0,9926.0,49400.0,2376.0,64.9,51.1,0.9,51.1
E92000001,England,nation,2021-10-23,25_29,4560633.0,2531414.0,4885.0,2887738.0,2226.0,2531414.0,4885.0,89116.0,3335.0,63.3,55.5,2.0,55.5
E92000001,England,nation,2021-10-23,30_34,4892415.0,2891351.0,4074.0,3216848.0,2072.0,2891351.0,4074.0,115850.0,4398.0,65.8,59.1,2.4,59.1
E92000001,England,nation,2021-10-23,35_39,4681803.0,3012335.0,2919.0,3265437.0,1505.0,3012335.0,2919.0,132358.0,5175.0,69.7,64.3,2.8,64.3
E92000001,England,nation,2021-10-23,40_44,4342029.0,3075097.0,1939.0,3261175.0,967.0,3075097.0,1939.0,156297.0,6419.0,75.1,70.8,3.6,70.8
E92000001,England,nation,2021-10-23,45_49,3956453.0,3050556.0,1302.0,3184405.0,580.0,3050556.0,1302.0,186555.0,8098.0,80.5,77.1,4.7,77.1
E92000001,England,nation,2021-10-23,50_54,4247326.0,3522664.0,945.0,3632183.0,445.0,3522664.0,945.0,296854.0,14722.0,85.5,82.9,7.0,82.9
E92000001,England,nation,2021-10-23,55_59,4172563.0,3586024.0,635.0,3680886.0,295.0,3586024.0,635.0,347364.0,18707.0,88.2,85.9,8.3,85.9
E92000001,England,nation,2021-10-23,60_64,3623377.0,3186480.0,382.0,3262380.0,221.0,3186480.0,382.0,328968.0,21385.0,90.0,87.9,9.1,87.9
E92000001,England,nation,2021-10-23,65_69,2989867.0,2704441.0,244.0,2742080.0,161.0,2704441.0,244.0,322529.0,32653.0,91.7,90.5,10.8,90.5
E92000001,England,nation,2021-10-23,70_74,2768721.0,2574741.0,160.0,2597863.0,98.0,2574741.0,160.0,619124.0,72648.0,93.8,93.0,22.4,93.0
E92000001,England,nation,2021-10-23,75_79,2348158.0,2223974.0,154.0,2239719.0,92.0,2223974.0,154.0,948707.0,81315.0,95.4,94.7,40.4,94.7
E92000001,England,nation,2021-10-23,80_84,1477960.0,1401399.0,166.0,1411934.0,57.0,1401399.0,166.0,862196.0,36165.0,95.5,94.8,58.3,94.8
E92000001,England,nation,2021-10-23,85_89,926733.0,878621.0,124.0,886339.0,30.0,878621.0,124.0,553522.0,18180.0,95.6,94.8,59.7,94.8
E92000001,England,nation,2021-10-23,90+,536833.0,499516.0,70.0,505334.0,20.0,499516.0,70.0,278523.0,8687.0,94.1,93.0,51.9,93.0
E92000001,England,nation,2021-10-22,05_11,5083290.0,79.0,0.0,157.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-22,12_15,2941717.0,4054.0,296.0,480393.0,22277.0,4054.0,296.0,10.0,0.0,16.3,0.1,0.0,0.1
E92000001,England,nation,2021-10-22,16_17,1391611.0,48614.0,556.0,572970.0,6629.0,48614.0,556.0,495.0,29.0,41.2,3.5,0.0,3.5
E92000001,England,nation,2021-10-22,18_24,5309911.0,2702882.0,7076.0,3441632.0,3459.0,2702882.0,7076.0,47024.0,2288.0,64.8,50.9,0.9,50.9
E92000001,England,nation,2021-10-22,25_29,4560633.0,2526529.0,3670.0,2885512.0,1976.0,2526529.0,3670.0,85781.0,3898.0,63.3,55.4,1.9,55.4
E92000001,England,nation,2021-10-22,30_34,4892415.0,2887277.0,3294.0,3214776.0,1845.0,2887277.0,3294.0,111452.0,4892.0,65.7,59.0,2.3,59.0
E92000001,England,nation,2021-10-22,35_39,4681803.0,3009416.0,2399.0,3263932.0,1339.0,3009416.0,2399.0,127183.0,5526.0,69.7,64.3,2.7,64.3
E92000001,England,nation,2021-10-22,40_44,4342029.0,3073158.0,1527.0,3260208.0,787.0,3073158.0,1527.0,149878.0,6417.0,75.1,70.8,3.5,70.8
E92000001,England,nation,2021-10-22,45_49,3956453.0,3049254.0,1088.0,3183825.0,490.0,3049254.0,1088.0,178457.0,7850.0,80.5,77.1,4.5,77.1
E92000001,England,nation,2021-10-22,50_54,4247326.0,3521719.0,719.0,3631738.0,383.0,3521719.0,719.0,282132.0,11820.0,85.5,82.9,6.6,82.9
E92000001,England,nation,2021-10-22,55_59,4172563.0,3585389.0,534.0,3680591.0,257.0,3585389.0,534.0,328657.0,14365.0,88.2,85.9,7.9,85.9
E92000001,England,nation,2021-10-22,60_64,3623377.0,3186098.0,330.0,3262159.0,185.0,3186098.0,330.0,307583.0,14461.0,90.0,87.9,8.5,87.9
E92000001,England,nation,2021-10-22,65_69,2989867.0,2704197.0,209.0,2741919.0,129.0,2704197.0,209.0,289876.0,22105.0,91.7,90.4,9.7,90.4
E92000001,England,nation,2021-10-22,70_74,2768721.0,2574581.0,178.0,2597765.0,110.0,2574581.0,178.0,546476.0,50849.0,93.8,93.0,19.7,93.0
E92000001,England,nation,2021-10-22,75_79,2348158.0,2223820.0,138.0,2239627.0,74.0,2223820.0,138.0,867392.0,58210.0,95.4,94.7,36.9,94.7
E92000001,England,nation,2021-10-22,80_84,1477960.0,1401233.0,139.0,1411877.0,56.0,1401233.0,139.0,826031.0,26740.0,95.5,94.8,55.9,94.8
E92000001,England,nation,2021-10-22,85_89,926733.0,878497.0,119.0,886309.0,22.0,878497.0,119.0,535342.0,14311.0,95.6,94.8,57.8,94.8
E92000001,England,nation,2021-10-22,90+,536833.0,499446.0,84.0,505314.0,17.0,499446.0,84.0,269836.0,8562.0,94.1,93.0,50.3,93.0
E92000001,England,nation,2021-10-21,05_11,5083290.0,79.0,0.0,157.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-21,12_15,2941717.0,3758.0,343.0,458116.0,25415.0,3758.0,343.0,10.0,1.0,15.6,0.1,0.0,0.1
E92000001,England,nation,2021-10-21,16_17,1391611.0,48058.0,522.0,566341.0,7634.0,48058.0,522.0,466.0,39.0,40.7,3.5,0.0,3.5
E92000001,England,nation,2021-10-21,18_24,5309911.0,2695806.0,7000.0,3438173.0,3739.0,2695806.0,7000.0,44736.0,2521.0,64.8,50.8,0.8,50.8
E92000001,England,nation,2021-10-21,25_29,4560633.0,2522859.0,3499.0,2883536.0,1999.0,2522859.0,3499.0,81883.0,3912.0,63.2,55.3,1.8,55.3
E92000001,England,nation,2021-10-21,30_34,4892415.0,2883983.0,3087.0,3212931.0,1677.0,2883983.0,3087.0,106560.0,4857.0,65.7,58.9,2.2,58.9
E92000001,England,nation,2021-10-21,35_39,4681803.0,3007017.0,2214.0,3262593.0,1284.0,3007017.0,2214.0,121657.0,5494.0,69.7,64.2,2.6,64.2
E92000001,England,nation,2021-10-21,40_44,4342029.0,3071631.0,1356.0,3259421.0,764.0,3071631.0,1356.0,143461.0,6274.0,75.1,70.7,3.3,70.7
E92000001,England,nation,2021-10-21,45_49,3956453.0,3048166.0,926.0,3183335.0,467.0,3048166.0,926.0,170607.0,7505.0,80.5,77.0,4.3,77.0
E92000001,England,nation,2021-10-21,50_54,4247326.0,3521000.0,664.0,3631355.0,359.0,3521000.0,664.0,270312.0,11526.0,85.5,82.9,6.4,82.9
E92000001,England,nation,2021-10-21,55_59,4172563.0,3584855.0,470.0,3680334.0,250.0,3584855.0,470.0,314292.0,14010.0,88.2,85.9,7.5,85.9
E92000001,England,nation,2021-10-21,60_64,3623377.0,3185768.0,366.0,3261974.0,215.0,3185768.0,366.0,293122.0,14993.0,90.0,87.9,8.1,87.9
E92000001,England,nation,2021-10-21,65_69,2989867.0,2703988.0,206.0,2741790.0,151.0,2703988.0,206.0,267771.0,21432.0,91.7,90.4,9.0,90.4
E92000001,England,nation,2021-10-21,70_74,2768721.0,2574403.0,203.0,2597655.0,97.0,2574403.0,203.0,495627.0,49933.0,93.8,93.0,17.9,93.0
E92000001,England,nation,2021-10-21,75_79,2348158.0,2223682.0,170.0,2239553.0,80.0,2223682.0,170.0,809182.0,60455.0,95.4,94.7,34.5,94.7
E92000001,England,nation,2021-10-21,80_84,1477960.0,1401094.0,158.0,1411821.0,59.0,1401094.0,158.0,799291.0,29507.0,95.5,94.8,54.1,94.8
E92000001,England,nation,2021-10-21,85_89,926733.0,878378.0,163.0,886287.0,31.0,878378.0,163.0,521031.0,16206.0,95.6,94.8,56.2,94.8
E92000001,England,nation,2021-10-21,90+,536833.0,499362.0,117.0,505297.0,26.0,499362.0,117.0,261274.0,10117.0,94.1,93.0,48.7,93.0
E92000001,England,nation,2021-10-20,05_11,5083290.0,79.0,0.0,157.0,4.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-20,12_15,2941717.0,3415.0,325.0,432701.0,27438.0,3415.0,325.0,9.0,0.0,14.7,0.1,0.0,0.1
E92000001,England,nation,2021-10-20,16_17,1391611.0,47536.0,519.0,558707.0,7903.0,47536.0,519.0,427.0,27.0,40.1,3.4,0.0,3.4
E92000001,England,nation,2021-10-20,18_24,5309911.0,2688806.0,7215.0,3434434.0,3713.0,2688806.0,7215.0,42215.0,2227.0,64.7,50.6,0.8,50.6
E92000001,England,nation,2021-10-20,25_29,4560633.0,2519360.0,3746.0,2881537.0,1994.0,2519360.0,3746.0,77971.0,3813.0,63.2,55.2,1.7,55.2
E92000001,England,nation,2021-10-20,30_34,4892415.0,2880896.0,3095.0,3211254.0,1729.0,2880896.0,3095.0,101703.0,4774.0,65.6,58.9,2.1,58.9
E92000001,England,nation,2021-10-20,35_39,4681803.0,3004803.0,2279.0,3261309.0,1279.0,3004803.0,2279.0,116163.0,5263.0,69.7,64.2,2.5,64.2
E92000001,England,nation,2021-10-20,40_44,4342029.0,3070275.0,1411.0,3258657.0,752.0,3070275.0,1411.0,137187.0,6020.0,75.0,70.7,3.2,70.7
E92000001,England,nation,2021-10-20,45_49,3956453.0,3047240.0,976.0,3182868.0,483.0,3047240.0,976.0,163102.0,7122.0,80.4,77.0,4.1,77.0
E92000001,England,nation,2021-10-20,50_54,4247326.0,3520336.0,677.0,3630996.0,334.0,3520336.0,677.0,258786.0,10661.0,85.5,82.9,6.1,82.9
E92000001,England,nation,2021-10-20,55_59,4172563.0,3584385.0,467.0,3680084.0,250.0,3584385.0,467.0,300282.0,12971.0,88.2,85.9,7.2,85.9
E92000001,England,nation,2021-10-20,60_64,3623377.0,3185402.0,316.0,3261759.0,162.0,3185402.0,316.0,278129.0,13346.0,90.0,87.9,7.7,87.9
E92000001,England,nation,2021-10-20,65_69,2989867.0,2703782.0,174.0,2741639.0,120.0,2703782.0,174.0,246339.0,16961.0,91.7,90.4,8.2,90.4
E92000001,England,nation,2021-10-20,70_74,2768721.0,2574200.0,159.0,2597558.0,107.0,2574200.0,159.0,445694.0,37715.0,93.8,93.0,16.1,93.0
E92000001,England,nation,2021-10-20,75_79,2348158.0,2223512.0,114.0,2239473.0,54.0,2223512.0,114.0,748727.0,49281.0,95.4,94.7,31.9,94.7
E92000001,England,nation,2021-10-20,80_84,1477960.0,1400936.0,138.0,1411762.0,48.0,1400936.0,138.0,769784.0,29075.0,95.5,94.8,52.1,94.8
E92000001,England,nation,2021-10-20,85_89,926733.0,878215.0,143.0,886256.0,35.0,878215.0,143.0,504825.0,16429.0,95.6,94.8,54.5,94.8
E92000001,England,nation,2021-10-20,90+,536833.0,499245.0,98.0,505271.0,28.0,499245.0,98.0,251157.0,10068.0,94.1,93.0,46.8,93.0
E92000001,England,nation,2021-10-19,05_11,5083290.0,79.0,0.0,153.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-19,12_15,2941717.0,3090.0,138.0,405263.0,25935.0,3090.0,138.0,9.0,1.0,13.8,0.1,0.0,0.1
E92000001,England,nation,2021-10-19,16_17,1391611.0,47017.0,453.0,550804.0,7468.0,47017.0,453.0,400.0,26.0,39.6,3.4,0.0,3.4
E92000001,England,nation,2021-10-19,18_24,5309911.0,2681591.0,6781.0,3430721.0,2953.0,2681591.0,6781.0,39988.0,2029.0,64.6,50.5,0.8,50.5
E92000001,England,nation,2021-10-19,25_29,4560633.0,2515614.0,3635.0,2879543.0,1849.0,2515614.0,3635.0,74158.0,3439.0,63.1,55.2,1.6,55.2
E92000001,England,nation,2021-10-19,30_34,4892415.0,2877801.0,3093.0,3209525.0,1598.0,2877801.0,3093.0,96929.0,4435.0,65.6,58.8,2.0,58.8
E92000001,England,nation,2021-10-19,35_39,4681803.0,3002524.0,2143.0,3260030.0,1156.0,3002524.0,2143.0,110900.0,4754.0,69.6,64.1,2.4,64.1
E92000001,England,nation,2021-10-19,40_44,4342029.0,3068864.0,1383.0,3257905.0,732.0,3068864.0,1383.0,131167.0,5409.0,75.0,70.7,3.0,70.7
E92000001,England,nation,2021-10-19,45_49,3956453.0,3046264.0,927.0,3182385.0,414.0,3046264.0,927.0,155980.0,6323.0,80.4,77.0,3.9,77.0
E92000001,England,nation,2021-10-19,50_54,4247326.0,3519659.0,593.0,3630662.0,335.0,3519659.0,593.0,248125.0,9191.0,85.5,82.9,5.8,82.9
E92000001,England,nation,2021-10-19,55_59,4172563.0,3583918.0,460.0,3679834.0,230.0,3583918.0,460.0,287311.0,11412.0,88.2,85.9,6.9,85.9
E92000001,England,nation,2021-10-19,60_64,3623377.0,3185086.0,305.0,3261597.0,163.0,3185086.0,305.0,264783.0,11720.0,90.0,87.9,7.3,87.9
E92000001,England,nation,2021-10-19,65_69,2989867.0,2703608.0,178.0,2741519.0,100.0,2703608.0,178.0,229378.0,13747.0,91.7,90.4,7.7,90.4
E92000001,England,nation,2021-10-19,70_74,2768721.0,2574041.0,141.0,2597451.0,84.0,2574041.0,141.0,407979.0,29839.0,93.8,93.0,14.7,93.0
E92000001,England,nation,2021-10-19,75_79,2348158.0,2223398.0,112.0,2239419.0,52.0,2223398.0,112.0,699446.0,41723.0,95.4,94.7,29.8,94.7
E92000001,England,nation,2021-10-19,80_84,1477960.0,1400798.0,154.0,1411714.0,32.0,1400798.0,154.0,740709.0,24997.0,95.5,94.8,50.1,94.8
E92000001,England,nation,2021-10-19,85_89,926733.0,878072.0,129.0,886221.0,34.0,878072.0,129.0,488396.0,14593.0,95.6,94.7,52.7,94.7
E92000001,England,nation,2021-10-19,90+,536833.0,499147.0,98.0,505243.0,10.0,499147.0,98.0,241089.0,9044.0,94.1,93.0,44.9,93.0
E92000001,England,nation,2021-10-18,05_11,5083290.0,79.0,0.0,153.0,2.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-18,12_15,2941717.0,2952.0,124.0,379328.0,26093.0,2952.0,124.0,8.0,0.0,12.9,0.1,0.0,0.1
E92000001,England,nation,2021-10-18,16_17,1391611.0,46564.0,324.0,543336.0,6993.0,46564.0,324.0,374.0,13.0,39.0,3.3,0.0,3.3
E92000001,England,nation,2021-10-18,18_24,5309911.0,2674810.0,6948.0,3427768.0,2821.0,2674810.0,6948.0,37959.0,1745.0,64.6,50.4,0.7,50.4
E92000001,England,nation,2021-10-18,25_29,4560633.0,2511979.0,3694.0,2877694.0,1744.0,2511979.0,3694.0,70719.0,3143.0,63.1,55.1,1.6,55.1
E92000001,England,nation,2021-10-18,30_34,4892415.0,2874708.0,2999.0,3207927.0,1497.0,2874708.0,2999.0,92494.0,3732.0,65.6,58.8,1.9,58.8
E92000001,England,nation,2021-10-18,35_39,4681803.0,3000381.0,2027.0,3258874.0,1103.0,3000381.0,2027.0,106146.0,4028.0,69.6,64.1,2.3,64.1
E92000001,England,nation,2021-10-18,40_44,4342029.0,3067481.0,1248.0,3257173.0,693.0,3067481.0,1248.0,125758.0,4503.0,75.0,70.6,2.9,70.6
E92000001,England,nation,2021-10-18,45_49,3956453.0,3045337.0,779.0,3181971.0,422.0,3045337.0,779.0,149657.0,5344.0,80.4,77.0,3.8,77.0
E92000001,England,nation,2021-10-18,50_54,4247326.0,3519066.0,589.0,3630327.0,282.0,3519066.0,589.0,238934.0,7557.0,85.5,82.9,5.6,82.9
E92000001,England,nation,2021-10-18,55_59,4172563.0,3583458.0,421.0,3679604.0,189.0,3583458.0,421.0,275899.0,8682.0,88.2,85.9,6.6,85.9
E92000001,England,nation,2021-10-18,60_64,3623377.0,3184781.0,220.0,3261434.0,137.0,3184781.0,220.0,253063.0,8379.0,90.0,87.9,7.0,87.9
E92000001,England,nation,2021-10-18,65_69,2989867.0,2703430.0,149.0,2741419.0,95.0,2703430.0,149.0,215631.0,8692.0,91.7,90.4,7.2,90.4
E92000001,England,nation,2021-10-18,70_74,2768721.0,2573900.0,109.0,2597367.0,60.0,2573900.0,109.0,378140.0,18953.0,93.8,93.0,13.7,93.0
E92000001,England,nation,2021-10-18,75_79,2348158.0,2223286.0,84.0,2239367.0,31.0,2223286.0,84.0,657723.0,28343.0,95.4,94.7,28.0,94.7
E92000001,England,nation,2021-10-18,80_84,1477960.0,1400644.0,90.0,1411682.0,23.0,1400644.0,90.0,715712.0,17728.0,95.5,94.8,48.4,94.8
E92000001,England,nation,2021-10-18,85_89,926733.0,877943.0,100.0,886187.0,19.0,877943.0,100.0,473803.0,10619.0,95.6,94.7,51.1,94.7
E92000001,England,nation,2021-10-18,90+,536833.0,499049.0,76.0,505233.0,12.0,499049.0,76.0,232045.0,6400.0,94.1,93.0,43.2,93.0
E92000001,England,nation,2021-10-17,05_11,5083290.0,79.0,0.0,151.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-17,12_15,2941717.0,2828.0,82.0,353235.0,634.0,2828.0,82.0,8.0,0.0,12.0,0.1,0.0,0.1
E92000001,England,nation,2021-10-17,16_17,1391611.0,46240.0,374.0,536343.0,1610.0,46240.0,374.0,361.0,12.0,38.5,3.3,0.0,3.3
E92000001,England,nation,2021-10-17,18_24,5309911.0,2667862.0,6123.0,3424947.0,1978.0,2667862.0,6123.0,36214.0,1063.0,64.5,50.2,0.7,50.2
E92000001,England,nation,2021-10-17,25_29,4560633.0,2508285.0,2705.0,2875950.0,1117.0,2508285.0,2705.0,67576.0,1532.0,63.1,55.0,1.5,55.0
E92000001,England,nation,2021-10-17,30_34,4892415.0,2871709.0,2135.0,3206430.0,988.0,2871709.0,2135.0,88762.0,2070.0,65.5,58.7,1.8,58.7
E92000001,England,nation,2021-10-17,35_39,4681803.0,2998354.0,1419.0,3257771.0,713.0,2998354.0,1419.0,102118.0,2341.0,69.6,64.0,2.2,64.0
E92000001,England,nation,2021-10-17,40_44,4342029.0,3066233.0,885.0,3256480.0,394.0,3066233.0,885.0,121255.0,2714.0,75.0,70.6,2.8,70.6
E92000001,England,nation,2021-10-17,45_49,3956453.0,3044558.0,562.0,3181549.0,297.0,3044558.0,562.0,144313.0,3236.0,80.4,77.0,3.6,77.0
E92000001,England,nation,2021-10-17,50_54,4247326.0,3518477.0,358.0,3630045.0,179.0,3518477.0,358.0,231377.0,5576.0,85.5,82.8,5.4,82.8
E92000001,England,nation,2021-10-17,55_59,4172563.0,3583037.0,278.0,3679415.0,114.0,3583037.0,278.0,267217.0,6827.0,88.2,85.9,6.4,85.9
E92000001,England,nation,2021-10-17,60_64,3623377.0,3184561.0,171.0,3261297.0,88.0,3184561.0,171.0,244684.0,6705.0,90.0,87.9,6.8,87.9
E92000001,England,nation,2021-10-17,65_69,2989867.0,2703281.0,97.0,2741324.0,59.0,2703281.0,97.0,206939.0,7448.0,91.7,90.4,6.9,90.4
E92000001,England,nation,2021-10-17,70_74,2768721.0,2573791.0,61.0,2597307.0,25.0,2573791.0,61.0,359187.0,16328.0,93.8,93.0,13.0,93.0
E92000001,England,nation,2021-10-17,75_79,2348158.0,2223202.0,44.0,2239336.0,32.0,2223202.0,44.0,629380.0,25899.0,95.4,94.7,26.8,94.7
E92000001,England,nation,2021-10-17,80_84,1477960.0,1400554.0,66.0,1411659.0,11.0,1400554.0,66.0,697984.0,14809.0,95.5,94.8,47.2,94.8
E92000001,England,nation,2021-10-17,85_89,926733.0,877843.0,53.0,886168.0,7.0,877843.0,53.0,463184.0,7735.0,95.6,94.7,50.0,94.7
E92000001,England,nation,2021-10-17,90+,536833.0,498973.0,25.0,505221.0,6.0,498973.0,25.0,225645.0,3735.0,94.1,92.9,42.0,92.9
E92000001,England,nation,2021-10-16,05_11,5083290.0,79.0,0.0,150.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0
E92000001,England,nation,2021-10-16,12_15,2941717.0,2746.0,237.0,352601.0,1963.0,2746.0,237.0,8.0,0.0,12.0,0.1,0.0,0.1
E92000001,England,nation,2021-10-16,16_17,1391611.0,45866.0,1021.0,534733.0,3155.0,45866.0,1021.0,349.0,46.0,38.4,3.3,0.0,3.3
E92000001,England,nation,2021-10-16,18_24,5309911.0,2661739.0,12014.0,3422969.0,3644.0,2661739.0,12014.0,35151.0,2298.0,64.5,50.1,0.7,50.1
E92000001,England,nation,2021-10-16,25_29,4560633.0,2505580.0,5062.0,2874833.0,2167.0,2505580.0,5062.0,66044.0,3267.0,63.0,54.9,1.4,54.9
E92000001,England,nation,2021-10-16,30_34,4892415.0,2869574.0,4284.0,3205442.0,1929.0,2869574.0,4284.0,86692.0,4247.0,65.5,58.7,1.8,58.7
E92000001,England,nation,2021-10-16,35_39,4681803.0,2996935.0,2924.0,3257058.0,1375.0,2996935.0,2924.0,99777.0,5061.0,69.6,64.0,2.1,64.0
E92000001,England,nation,2021-10-16,40_44,4342029.0,3065348.0,1884.0,3256086.0,799.0,3065348.0,1884.0,118541.0,5992.0,75.0,70.6,2.7,70.6
