areaCode,areaName,areaType,date,newPCRTestsByPublishDate
K02000001,United Kingdom,overview,2020-09-27,263184
K02000001,United Kingdom,overview,2020-09-26,254973
K02000001,United Kingdom,overview,2020-09-25,288006
K02000001,United Kingdom,overview,2020-09-24,261776
K02000001,United Kingdom,overview,2020-09-23,259069
K02000001,United Kingdom,overview,2020-09-22,235539
K02000001,United Kingdom,overview,2020-09-21,208400
K02000001,United Kingdom,overview,2020-09-20,234731
K02000001,United Kingdom,overview,2020-09-19,249320
K02000001,United Kingdom,overview,2020-09-18,264248
K02000001,United Kingdom,overview,2020-09-17,239402
K02000001,United Kingdom,overview,2020-09-16,241776
K02000001,United Kingdom,overview,2020-09-15,237656
K02000001,United Kingdom,overview,2020-09-14,218704
K02000001,United Kingdom,overview,2020-09-13,225008
K02000001,United Kingdom,overview,2020-09-12,227767
K02000001,United Kingdom,overview,2020-09-11,241191
K02000001,United Kingdom,overview,2020-09-10,232982
K02000001,United Kingdom,overview,2020-09-09,220488
K02000001,United Kingdom,overview,2020-09-08,202692
K02000001,United Kingdom,overview,2020-09-07,204368
K02000001,United Kingdom,overview,2020-09-06,193087
K02000001,United Kingdom,overview,2020-09-05,188159
K02000001,United Kingdom,overview,2020-09-04,202287
K02000001,United Kingdom,overview,2020-09-03,198983
K02000001,United Kingdom,overview,2020-09-02,195739
K02000001,United Kingdom,overview,2020-09-01,171784
K02000001,United Kingdom,overview,2020-08-31,182178
K02000001,United Kingdom,overview,2020-08-30,180908
K02000001,United Kingdom,overview,2020-08-29,179116
K02000001,United Kingdom,overview,2020-08-28,188580
K02000001,United Kingdom,overview,2020-08-27,193326
K02000001,United Kingdom,overview,2020-08-26,202433
K02000001,United Kingdom,overview,2020-08-25,179364
K02000001,United Kingdom,overview,2020-08-24,149699
K02000001,United Kingdom,overview,2020-08-23,165295
K02000001,United Kingdom,overview,2020-08-22,176844
K02000001,United Kingdom,overview,2020-08-21,181322
K02000001,United Kingdom,overview,2020-08-20,173952
K02000001,United Kingdom,overview,2020-08-19,181469
K02000001,United Kingdom,overview,2020-08-18,157642
K02000001,United Kingdom,overview,2020-08-17,147527
K02000001,United Kingdom,overview,2020-08-16,168033
K02000001,United Kingdom,overview,2020-08-15,179241
K02000001,United Kingdom,overview,2020-08-14,170244
K02000001,United Kingdom,overview,2020-08-13,163529
K02000001,United Kingdom,overview,2020-08-12,176030
K02000001,United Kingdom,overview,2020-08-11,158010
K02000001,United Kingdom,overview,2020-08-10,153932
K02000001,United Kingdom,overview,2020-08-09,162689
K02000001,United Kingdom,overview,2020-08-08,159760
K02000001,United Kingdom,overview,2020-08-07,173795
K02000001,United Kingdom,overview,2020-08-06,174453
K02000001,United Kingdom,overview,2020-08-05,160925
K02000001,United Kingdom,overview,2020-08-04,150573
K02000001,United Kingdom,overview,2020-08-03,145974
K02000001,United Kingdom,overview,2020-08-02,145511
K02000001,United Kingdom,overview,2020-08-01,145769
K02000001,United Kingdom,overview,2020-07-31,164418
K02000001,United Kingdom,overview,2020-07-30,169648
K02000001,United Kingdom,overview,2020-07-29,157273
K02000001,United Kingdom,overview,2020-07-28,148110
K02000001,United Kingdom,overview,2020-07-27,91034
K02000001,United Kingdom,overview,2020-07-26,111818
K02000001,United Kingdom,overview,2020-07-25,138127
K02000001,United Kingdom,overview,2020-07-24,147050
K02000001,United Kingdom,overview,2020-07-23,140672
K02000001,United Kingdom,overview,2020-07-22,136826
K02000001,United Kingdom,overview,2020-07-21,132978
K02000001,United Kingdom,overview,2020-07-20,93475
K02000001,United Kingdom,overview,2020-07-19,114220
K02000001,United Kingdom,overview,2020-07-18,135707
K02000001,United Kingdom,overview,2020-07-17,163667
K02000001,United Kingdom,overview,2020-07-16,150911
K02000001,United Kingdom,overview,2020-07-15,137224
K02000001,United Kingdom,overview,2020-07-14,119234
K02000001,United Kingdom,overview,2020-07-13,86927
K02000001,United Kingdom,overview,2020-07-12,94673
K02000001,United Kingdom,overview,2020-07-11,126100
K02000001,United Kingdom,overview,2020-07-10,133631
K02000001,United Kingdom,overview,2020-07-09,137604
K02000001,United Kingdom,overview,2020-07-08,126918
K02000001,United Kingdom,overview,2020-07-07,107847
K02000001,United Kingdom,overview,2020-07-06,78605
K02000001,United Kingdom,overview,2020-07-05,92399
K02000001,United Kingdom,overview,2020-07-04,113877
K02000001,United Kingdom,overview,2020-07-03,138506
K02000001,United Kingdom,overview,2020-07-02,135806
K02000001,United Kingdom,overview,2020-07-01,123400
K02000001,United Kingdom,overview,2020-06-30,112785
K02000001,United Kingdom,overview,2020-06-29,76388
K02000001,United Kingdom,overview,2020-06-28,82642
K02000001,United Kingdom,overview,2020-06-27,100132
K02000001,United Kingdom,overview,2020-06-26,105888
K02000001,United Kingdom,overview,2020-06-25,107334
K02000001,United Kingdom,overview,2020-06-24,91671
K02000001,United Kingdom,overview,2020-06-23,74200
K02000001,United Kingdom,overview,2020-06-22,63946
K02000001,United Kingdom,overview,2020-06-21,60031
K02000001,United Kingdom,overview,2020-06-20,83075
K02000001,United Kingdom,overview,2020-06-19,90470
K02000001,United Kingdom,overview,2020-06-18,89534
K02000001,United Kingdom,overview,2020-06-17,86192
K02000001,United Kingdom,overview,2020-06-16,81243
K02000001,United Kingdom,overview,2020-06-15,72019
K02000001,United Kingdom,overview,2020-06-14,68975
K02000001,United Kingdom,overview,2020-06-13,98447
K02000001,United Kingdom,overview,2020-06-12,98512
K02000001,United Kingdom,overview,2020-06-11,102105
K02000001,United Kingdom,overview,2020-06-10,101054
K02000001,United Kingdom,overview,2020-06-09,94873
K02000001,United Kingdom,overview,2020-06-08,70840
K02000001,United Kingdom,overview,2020-06-07,86546
K02000001,United Kingdom,overview,2020-06-06,92818
K02000001,United Kingdom,overview,2020-06-05,101804
K02000001,United Kingdom,overview,2020-06-04,99046
K02000001,United Kingdom,overview,2020-06-03,101739
K02000001,United Kingdom,overview,2020-06-02,92609
K02000001,United Kingdom,overview,2020-06-01,70760
K02000001,United Kingdom,overview,2020-05-31,82636
K02000001,United Kingdom,overview,2020-05-30,96867
K02000001,United Kingdom,overview,2020-05-29,105326
K02000001,United Kingdom,overview,2020-05-28,100969
K02000001,United Kingdom,overview,2020-05-27,82558
K02000001,United Kingdom,overview,2020-05-26,77862
K02000001,United Kingdom,overview,2020-05-25,79376
K02000001,United Kingdom,overview,2020-05-24,58192
K02000001,United Kingdom,overview,2020-05-23,91384
K02000001,United Kingdom,overview,2020-05-22,90979
K02000001,United Kingdom,overview,2020-05-21,105754
K02000001,United Kingdom,overview,2020-05-20,86697
K02000001,United Kingdom,overview,2020-05-19,86335
K02000001,United Kingdom,overview,2020-05-18,71633
K02000001,United Kingdom,overview,2020-05-17,81213
K02000001,United Kingdom,overview,2020-05-16,90549
K02000001,United Kingdom,overview,2020-05-15,90047
K02000001,United Kingdom,overview,2020-05-14,85656
K02000001,United Kingdom,overview,2020-05-13,82843
K02000001,United Kingdom,overview,2020-05-12,74966
K02000001,United Kingdom,overview,2020-05-11,71976
K02000001,United Kingdom,overview,2020-05-10,76103
K02000001,United Kingdom,overview,2020-05-09,76829
K02000001,United Kingdom,overview,2020-05-08,77378
K02000001,United Kingdom,overview,2020-05-07,77619
K02000001,United Kingdom,overview,2020-05-06,74461
K02000001,United Kingdom,overview,2020-05-05,66981
K02000001,United Kingdom,overview,2020-05-04,73272
K02000001,United Kingdom,overview,2020-05-03,67975
K02000001,United Kingdom,overview,2020-05-02,63407
K02000001,United Kingdom,overview,2020-05-01,74155
K02000001,United Kingdom,overview,2020-04-30,83619
K02000001,United Kingdom,overview,2020-04-29,65908
K02000001,United Kingdom,overview,2020-04-28,45263
K02000001,United Kingdom,overview,2020-04-27,32223
K02000001,United Kingdom,overview,2020-04-26,31550
K02000001,United Kingdom,overview,2020-04-25,29009
K02000001,United Kingdom,overview,2020-04-24,28144
K02000001,United Kingdom,overview,2020-04-23,28432
K02000001,United Kingdom,overview,2020-04-22,23153
K02000001,United Kingdom,overview,2020-04-21,22787
