areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
W92000004,Wales,nation,2020-07-03,19,0
W92000004,Wales,nation,2020-07-02,28,3
W92000004,Wales,nation,2020-07-01,27,4
W92000004,Wales,nation,2020-06-30,35,4
W92000004,Wales,nation,2020-06-29,43,3
W92000004,Wales,nation,2020-06-28,28,2
W92000004,Wales,nation,2020-06-27,140,6
W92000004,Wales,nation,2020-06-26,19,2
W92000004,Wales,nation,2020-06-25,60,9
W92000004,Wales,nation,2020-06-24,37,6
W92000004,Wales,nation,2020-06-23,131,1
W92000004,Wales,nation,2020-06-22,66,2
W92000004,Wales,nation,2020-06-21,76,5
W92000004,Wales,nation,2020-06-20,47,3
W92000004,Wales,nation,2020-06-19,140,4
W92000004,Wales,nation,2020-06-18,62,0
W92000004,Wales,nation,2020-06-17,64,1
W92000004,Wales,nation,2020-06-16,82,8
W92000004,Wales,nation,2020-06-15,66,6
W92000004,Wales,nation,2020-06-14,54,6
W92000004,Wales,nation,2020-06-13,66,6
W92000004,Wales,nation,2020-06-12,75,4
W92000004,Wales,nation,2020-06-11,66,5
W92000004,Wales,nation,2020-06-10,67,7
W92000004,Wales,nation,2020-06-09,62,4
W92000004,Wales,nation,2020-06-08,74,7
W92000004,Wales,nation,2020-06-07,34,8
W92000004,Wales,nation,2020-06-06,51,9
W92000004,Wales,nation,2020-06-05,55,4
W92000004,Wales,nation,2020-06-04,59,12
W92000004,Wales,nation,2020-06-03,74,7
W92000004,Wales,nation,2020-06-02,71,5
W92000004,Wales,nation,2020-06-01,64,9
W92000004,Wales,nation,2020-05-31,46,7
W92000004,Wales,nation,2020-05-30,70,10
W92000004,Wales,nation,2020-05-29,106,11
W92000004,Wales,nation,2020-05-28,102,16
W92000004,Wales,nation,2020-05-27,118,6
W92000004,Wales,nation,2020-05-26,102,10
W92000004,Wales,nation,2020-05-25,106,10
W92000004,Wales,nation,2020-05-24,83,12
W92000004,Wales,nation,2020-05-23,122,7
W92000004,Wales,nation,2020-05-22,136,10
W92000004,Wales,nation,2020-05-21,132,9
W92000004,Wales,nation,2020-05-20,166,7
W92000004,Wales,nation,2020-05-19,212,11
W92000004,Wales,nation,2020-05-18,169,10
W92000004,Wales,nation,2020-05-17,117,11
W92000004,Wales,nation,2020-05-16,166,13
W92000004,Wales,nation,2020-05-15,180,16
W92000004,Wales,nation,2020-05-14,132,12
W92000004,Wales,nation,2020-05-13,154,16
W92000004,Wales,nation,2020-05-12,150,11
W92000004,Wales,nation,2020-05-11,178,15
W92000004,Wales,nation,2020-05-10,107,10
W92000004,Wales,nation,2020-05-09,136,7
W92000004,Wales,nation,2020-05-08,115,13
W92000004,Wales,nation,2020-05-07,176,19
W92000004,Wales,nation,2020-05-06,171,23
W92000004,Wales,nation,2020-05-05,175,17
W92000004,Wales,nation,2020-05-04,141,23
W92000004,Wales,nation,2020-05-03,108,14
W92000004,Wales,nation,2020-05-02,179,14
W92000004,Wales,nation,2020-05-01,177,29
W92000004,Wales,nation,2020-04-30,200,16
W92000004,Wales,nation,2020-04-29,176,26
W92000004,Wales,nation,2020-04-28,152,15
W92000004,Wales,nation,2020-04-27,173,16
W92000004,Wales,nation,2020-04-26,121,16
W92000004,Wales,nation,2020-04-25,137,29
W92000004,Wales,nation,2020-04-24,213,31
W92000004,Wales,nation,2020-04-23,200,18
W92000004,Wales,nation,2020-04-22,253,23
W92000004,Wales,nation,2020-04-21,259,30
W92000004,Wales,nation,2020-04-20,281,25
W92000004,Wales,nation,2020-04-19,181,26
W92000004,Wales,nation,2020-04-18,248,32
W92000004,Wales,nation,2020-04-17,324,30
W92000004,Wales,nation,2020-04-16,363,35
W92000004,Wales,nation,2020-04-15,361,38
W92000004,Wales,nation,2020-04-14,319,26
W92000004,Wales,nation,2020-04-13,273,43
W92000004,Wales,nation,2020-04-12,248,37
W92000004,Wales,nation,2020-04-11,247,31
W92000004,Wales,nation,2020-04-10,308,25
W92000004,Wales,nation,2020-04-09,391,43
W92000004,Wales,nation,2020-04-08,386,42
W92000004,Wales,nation,2020-04-07,386,32
W92000004,Wales,nation,2020-04-06,383,20
W92000004,Wales,nation,2020-04-05,224,30
W92000004,Wales,nation,2020-04-04,281,31
W92000004,Wales,nation,2020-04-03,330,29
W92000004,Wales,nation,2020-04-02,337,28
W92000004,Wales,nation,2020-04-01,327,21
W92000004,Wales,nation,2020-03-31,278,15
W92000004,Wales,nation,2020-03-30,343,16
W92000004,Wales,nation,2020-03-29,159,18
W92000004,Wales,nation,2020-03-28,167,15
W92000004,Wales,nation,2020-03-27,193,10
W92000004,Wales,nation,2020-03-26,177,11
W92000004,Wales,nation,2020-03-25,190,10
W92000004,Wales,nation,2020-03-24,140,9
W92000004,Wales,nation,2020-03-23,134,4
W92000004,Wales,nation,2020-03-22,75,5
W92000004,Wales,nation,2020-03-21,76,7
W92000004,Wales,nation,2020-03-20,73,2
W92000004,Wales,nation,2020-03-19,58,3
W92000004,Wales,nation,2020-03-18,29,0
W92000004,Wales,nation,2020-03-17,57,0
W92000004,Wales,nation,2020-03-16,29,3
W92000004,Wales,nation,2020-03-15,31,
W92000004,Wales,nation,2020-03-14,18,
W92000004,Wales,nation,2020-03-13,29,
W92000004,Wales,nation,2020-03-12,25,
W92000004,Wales,nation,2020-03-11,14,
W92000004,Wales,nation,2020-03-10,12,
W92000004,Wales,nation,2020-03-09,3,
W92000004,Wales,nation,2020-03-08,1,
W92000004,Wales,nation,2020-03-07,2,
W92000004,Wales,nation,2020-03-06,0,
W92000004,Wales,nation,2020-03-05,0,
W92000004,Wales,nation,2020-03-04,1,
W92000004,Wales,nation,2020-03-03,0,
W92000004,Wales,nation,2020-03-02,0,
W92000004,Wales,nation,2020-03-01,0,
W92000004,Wales,nation,2020-02-29,0,
W92000004,Wales,nation,2020-02-28,0,
W92000004,Wales,nation,2020-02-27,1,
